LABEL,sentances
0,no1 wished me a happy mothers day 
0,Moleskine Comics - http://bit.ly/i9lsr  // Wish I could draw. 
0,Dad got to have his sitcom finale moment turning off the lights at his old office today. He really is moving to North Carolina 
0,@Zombie_Claire How'd you get burned? Sounds nasty! Sorry to hear about it. 
0,"Watching Dew Tour. Chaz didnt win, either did ryan shecklar  ill cu in orlando when Dew Tour finals come!"
0,@annzoo I want to go shopping too 
0,"Dammit, the Staten Island opener is totally getting rained out "
0,But I can't find her 
0,"@kidghost_ yeah, I'm not feelin' the Lauren hate right now. "
1,@choley Avoid parking all together by parachuting in! You can even make some extra money by dragging an advertising banner with you 
1,Ahhh.. The sweet smell of Internet  Afternoon all - Good to see ya'll.
0,trying to decide what to wear... headache and not feeling good again.  hope i'm not getting sick 
1,@mandytronic I gotta call you bouts today's plans. How bout we hit up the Magnificent Mile tomorrow? Long story for the phoooone! 
0,@legendaryswag  waiting f my housekeeper  
0,Raining  Stalinism is so much fun to learn about.
1,@Frichii that's a great idea! verena also let us see this AMAZING vid 
0,I need to drive around and charge my phone. Ugh 
1,@lovatodd  i'm in math. come help me with it. you're smart.
1,"@keithbooe yeah, the $1k-$1.5k i'll be saving should buy a lotta drink for me "
1,made a few new hair clips today go check em out on my page  http://www.myspace.com/xautomaticgirlx
0,sooo annoying that be best mate lives so far away 
0,Is starting to realize that he has NO job skills pertaining to today's job market. Seven years of working is slowly going down the drain 
1,@LiliCosic very confused by the unfortunate combination of watermelon and Alan Coren?? 
1,@rynoceros yup. Just got out of that about 10 min ago. Get in the right lane. 
0,Got bored and bought the Mario themed clock calculator for my DSi. Side note: Peach doesn't give credit to Luigi for his share of work. 
1,going to earn some money...cleaning at nannys 
1,twittering off his new sidekick 
1,@iheartscuttle lolz im actuly really starting too like him   channy???
1,@p_87 i know!!! you have a good sense of humor 
1,@y0manchinggg i am in the cherry computer room  happy revising and good luck!
1,just failed her exams 
1,end of high school in 5 days! can't wait for the weekend with leah 
0,Sleeep..... work in the morning!! 
0,@keithnolan my corriander is dying! Watering isn't helping. 
0,@chopsuey2e had a horrible and long day..up since 4am so I'm in bed now  see you tomorrow though!! Free drinks on who???
1,"@alexparr maybe at this time, the site is busy...i was playing with it for the past 3 hours and it works fine till now... "
0,Cricket off agian 2day - not happy with all the rain that is falling 
1,@christex kno its kinda late.lol.but its always no homo 
1,"Aaaand LOST time  How sad is it that I'm excited? I've only seen it about 3 times though, unlike the Chuck pilot."
0,Taking my daughter to the dentist.  She is less than thrilled 
0,"@anai_mrsarm it really ain't. Minimal sleep, energy levels r VOID. Help  lol"
0,Just clanin the house! No fun 
0,"Worried about his beloved #LiverpoolFC!! Money, money, money "
1,Still got some of my drink left ;) cba to go car boot... I just wanna lay in bed 
0,"new zealand trip, omg, so cool. i'd like to go. "
0,Omz is the cutest baby in the world! Miss her. 
1,@FestivalLights yay  Thank you
1,@unfolder There's no pause button in the game of life. 
0,"@predschickidee If it wasn't in my current situation, I would go.  But my concert trips is &quot;On Hold&quot; until somebody hires me (I hope!  )."
1,@KingGimini yea ikno wat u doin im not gullable 
1,"@salisburydowns  You are so right, it always is"
0,@ChelRo I miss you too   *hugs*
0,My Honeybunches left me for Greece 
1,"good morning  it is 08:22 a.m, but i woke up about an hour ago because i had to study and do work"
0,I got my guy 2 pissed off-I was just playin tho  Sorry boo...
1,@MoniqueMay  i love the way you do breakfast here lately  
0,just landed. hate having to wait for people taking down a million things from overhead bin when I only brought one small carryon 
1,@taylorswift13 I wish I was in London to see you. It's like my biggest dream to meet you  iloveyouuu &lt;3
0,Clutch cable won't be fixed until tomorrow 
0,@aafreen chicka! how u doing? m cold is still there.. 
1,"@shaaqt btw, after d talk today, I swear will never fight with u "
1,Vote 100 times for McFLY! www.musiqtone.com and if you wanna be very nice...SPREAD THE WORLD 
1,More people are joining twitter. What.. a relief. haha 
1,@angelaisawesome I love the song! Haha. @-) Lalo na yung version ng New Found Glory. 
0,"I'm only up! And its half eleven! Its been years since I slept that late, dogs where strangely quiet this morning. Have a huge hangover "
1,"your the voice i hear inside my head, the reason that i'm singing, i gotta find you, i need to find you "
0,"should be doing some histoy revision, for her exam on monday!! "
0,@MuscleNerd Sucks about the delay. Was hoping to unlock and use Cdn phone to tweet from a charity bike ride in the US this weekend. 
0,Is the designated driver 
1,"Good night, luvvies.  "
0,"@gemmak500 argh. The thunder woke me too. I love storms, but not at 6:30 when I went to bed at 2:00! Just woke up again now "
1,my mom cooked a terrific lunch...kudos 
0,omg!!!!! my head is killing me  make it go away please..grrrr getting ready gotta go to work m uuuhhhgg
1,going to the library 
1,"@bdawgsc Nice!  I swear we have a HGTV studio around here, I see East ATL &amp; Decatur on there quite frequently."
0,http://twitpic.com/5exx2 - RIP Willy. My woowoo bear 
1,"@kpmarie I'm glad there are constant reminders of me everywhere!  oh, and CALL MEEEE! "
1,@rees397 you took your time 
0,@mothlights yeah jailbroken 2.0 &gt; 3.0  I used to have video 
0,@JonathanRKnight Life sure is precious...and in some cases it ends way too early!  It's important to enjoy life while you can-no regrets!
0,@Helena210 No one to rub it in 
0,I Love jay-z  Even though he threatened to kill Chris Brown.   
1,"@joffhopkins Hello to you both  Post TwitPic! or yfrog, which seems to be up and coming."
0,Trying to sleep between night shifts. Last one tonight. Have managed to wake up and now can't get back to sleep 
0,"Chapter 3: Scales, Keys, and Modes. I can script in 4 different programming languages, yet this stuff is scrambling my brain "
1,@Kelly_StrayCat i also hope to see another CD from them...and another tour after they rest.  but i live in reality that it may not happen
0,Can't believe holiday is really over. Had such a wonderful time with boyfriend and kitty cat. Back to the office tomorrow. Feeling sad 
0,No hate 
0,@ShayyyG it started off slow?  Well I hope the rest of your day is as beautiful as you are ;)
1,my older brother is my bff 
0,Its raining 
1,is so full  http://plurk.com/p/z0xer
1,@conwizzle HAHAHA MUN mmmmmmmmm i love chicken  
0,Not able to be at church as a family on Mother's Day.    Home with sick little boy.
0,"doing nothing productive today, then work 10 30am-5pm tomorrow. gross shift that i don't want to work. "
1,@1capplegate are you coming to France ? 
0,"bored with no friends right now, sad huh, friday night and no friends such a shame "
0,"had a dream last nite: i was spiderman, and the green goblin would totally not leave me alone.  dude tried multiple times to kill me. "
1,"@francheska28 Ouch... good luck with that. You can handle it, you'll see "
0,Hate joburg traffic in winter.. Really miss Thomas on morning radio on metro fm  Kenny sucks!
1,@staaceeyy so they dont know if its actually happening?  + greenday tour dates are up on ze site  but i cbf going i wanna go to blink more
1,@flo494 i also watch hannah montana 
1,trying to get back in the swing of Twitting! But now I'm Working on writing my book!  Yeah 225 Pages!
0,day two orientation...god i hate waking up this early 
1,@maddlepaddle  MEOW WOOF BAH MOO QUACK SQUEEK 
0,@MiriamCheah i cant check ur DMs now cause im on my phone but i will check them when i get home 
1,@pink Thanks for that mental image. You're a lucky woman 
0,"@mileycyrus hey , i had a bird .. the same as your , but he died weeks ago "
1,"@jamiemcflyx i thought it would only be me to be honest, it was more packed than i thought WEEE "
1,@mynameissasha Im taking jazzpiano with a former bandmate &amp; jz signed up 4 bass wif Rozhan. Need 2 improve my technique 
0,is bummed his cash strapped situation has forced him to be grounded and not in brak 
1,@JonathanRKnight Hi! survived to the parking lot? 
0,"Morning tweeks, got bad toothache "
1,@philgerb Definitely something to look at closer. Thanks for bring it up Phil Hope your weekends going awesome 
1,Good Morning Twitters! Im holding down the fort solo this morning... Congratz 2 my Supervisor who is now a Grandma... 
1,@Cravethought: Sent 
0,has caught the sun. Glorious weather. Bored as now though and hay fever/cold is driving me nuts. 
1,Just got back from a party...had a good time 
0,Nicks last night  still up at the shop. Chris wants to sleep under the stars in front of the shop.
1,@Aw_Re_ya_2_ Just joking about the room thing Aurea  LOL
1,@maclovesmusic hard to pass up free money isnt it 
1,Circles- All time low 
0,@malenga i'm not seeing any pic 
0,@Kaizersose86 keep me updated. I don't have Telemundo 
1,"@lebout not very handy then really, is he?  refer him to the trades description act..."
0,@Rachel_England wonder if there were newly qualified journos saying the same thing when we were advertised to 
0,"@TerrenceJ106 @KhloeKardashian I can get it online  maybe too many people are listening, which is good for you &amp; not so much for me"
0,Thick sketchbook is thick. But is it enough to pass?  http://mypict.me/2dG2
0,What a greAt night !ende too soon 
1,@mileycyrus I LOVE LADY GAGA TOO. she is a legend 
0,"dad just left for a week, boooo "
1,had an awesome night with my family! 
0,"@RuthRamirez haha I still totally LOVE that song. When I find another gr8 1, I'll let u know. Although I havent really been clubbin l8ly "
1,@Rachel2206 media is awesome it must be said! 
0,"Please make the boat stand still. Oh wait, I'm still in bed "
1,@legacy62 nothing too new. Been trying out #rpattz fav beer so we'll have something in common when we start makin babies 
1,"Rafa!Oh well.That sucked,but just a bad day at the office.On to Wimby! "
1,@Stormlite02 Goodmorning girlie  XX
0,"@Sparkle1980 sounds like a plan and a half! Am free friday, though should really be studying for theory test  or sunday night?"
1,"cleaning, watching Benjamin Button, and making some CDs for the luau party tomorrow "
1,@TheSharkLady ×× ×©× ××× × ××× 
0,@MCRmuffin yiu are who i want right now  youy make me feel okay!
1,@pamdemonium What time is it? 
1,"@Greenwichlad Haha, thanks excellent! Doing dinner for my gran, thought it would be a change from M&amp;S cottage pie! "
0,not happy anymoree! 
0,"watch chef master, the doctor, unpack our shoping, expense log .. now iroooooning .. hiks "
0,Chemistry on Wed and Computing on Thurs  Then... I finish school and never need 2 go back ... oh yeah!! ;)
0,No matter how long i work on homework the list seems to get bigger and not smaller like anticipated 
1,@corie_michele tell doodie fat guy I said hello 
1,About to put on my jammies so I can play my guitar and channel surf. 
0,i'm eating chocolate covered pretzels which is reminding me of Mallrats and making me not want to eat them anymore. 
0,"@stephanspiegel Wow, they sound great.- gonna make whatever I pull together this a.m. seem kinda weak in comparison "
0,Ok! You can now click tweets with hyperlinks and it will open the browser  -- mac/windows only 
1,"I swear i will not post such thing in future, hahah! I prefer simple lor, agree? "
0,"What a weekend! Talked to the greatest girl ever (she knows who she is), and won a samurai sword!! The Wings loss was the only bad part.  "
0,"@wilw I miss when The Simpsons was funny... Same thing, really... "
0,Shiny new white 32Gb iPhone 3G S unboxing will need to take place later due to other priorities 
1,wizards of waverly place 
0,You Found Me is playing. Again. Damn it. I miss my friend. 
0,my supervisor is driving me f*****g crazy. i missed my buddy tonight at work 
1,"New Betting Opportunity. Got a hospital appointment tomorrow. What will I come away with? MRSA, Swine Flu, or something else? "
